23,59,51,9.76,0,0,0,0,0,0,-7.3,2.67,8.2,22.27,-20,-37.65,-0.36,-1.53,-0.11,24.5,1026.11
23,59,52,9.86,0,0,0,0,0,0,-5.33,1.37,7.57,14.91,-18.45,-40.41,-0.23,-0.71,0.05,24.5,1025.99
23,59,52,9.97,0,0,0,0,0,0,-4.08,-1.1,7.69,13.27,-17.64,-40.92,-0.19,-0.38,-0.02,24.5,1026
23,59,52,10.07,0,0,0,0,0,0,-4.08,1.57,8.2,11.91,-15.18,-42.14,-0.7,-0.09,0.05,24.5,1026.02
23,59,52,10.17,0,0,0,0,0,0,-4.9,0.67,11.38,12.64,-14.64,-42.55,0.22,-0.02,0.07,24.5,1025.92
23,59,52,10.27,0,0,0,0,0,0,-3.8,0.24,7.81,11.91,-15.18,-42.45,0.49,-0.1,0,24.4,1025.82
23,59,52,10.37,0,0,0,0,0,0,-4.9,2.2,7.73,12.73,-17,-41.43,0.2,0.4,0.04,24.5,1025.91
23,59,52,10.47,0,0,0,0,0,0,-5.53,1.88,10.59,14.18,-18.18,-40.2,-0.03,0.07,0.22,24.5,1026.01
23,59,52,10.57,0,0,0,0,0,0,-4.9,-1.69,9.57,13.09,-19,-40,0.91,-0.45,0.19,24.5,1025.96
23,59,52,10.67,0,0,0,0,0,0,-4.43,1.29,9.3,12.09,-20.36,-39.69,0.12,-0.74,0.17,24.4,1025.75
23,59,52,10.77,0,0,0,0,0,0,-2.86,2.55,8.24,8.18,-20.09,-40.1,-0.07,-0.14,-0.2,24.2,1025.49
23,59,53,10.88,0,0,0,0,0,0,-3.57,1.65,7.88,8.45,-18.55,-40.71,-0.63,0.58,-0.13,24.3,1025.29
23,59,53,10.98,0,0,0,0,0,0,-5.14,-0.55,9.38,11.64,-14.82,-42.45,-0.86,0.44,-0.01,24.3,1025.48
23,59,53,11.08,0,0,0,0,0,0,-6.63,-0.31,9.34,13.09,-12.18,-43.37,0.21,0.25,0.59,24.4,1025.71
23,59,53,11.18,0,0,0,0,0,0,-5.69,0.67,10,13.27,-11.18,-43.88,0.08,0.12,0.58,24.3,1025.66
23,59,53,11.28,0,0,0,0,0,0,-4.79,-1.69,9.14,12.82,-11.36,-43.88,-0.1,-0.01,0.42,24.1,1025.51
23,59,53,11.38,0,0,0,0,0,0,-5.1,-0.71,8.47,11.73,-11.36,-43.88,0.04,0.12,0.13,24,1025.26
23,59,53,11.48,0,0,0,0,0,0,-5.53,0.78,9.02,12.36,-11.36,-43.67,-0.06,0.12,0.21,24,1025.25
23,59,53,11.58,0,0,0,0,0,0,-4.94,0.86,8.36,12.27,-10.73,-43.78,-0.18,0.04,0.13,24,1025.26
23,59,53,11.68,0,0,0,0,0,0,-4.98,0.24,8.87,12.18,-10.45,-43.88,-0.12,0.19,0.24,24,1025.25
23,59,53,11.78,0,0,0,0,0,0,-5.69,0.35,9.22,12.91,-9,-44.49,-0.27,-0.02,0.02,24,1025.25
15,42,27,11.89,0,0,0,0,0,0,-5.88,-0.12,8.87,12.64,-8.73,-44.59,-0.1,0,0.19,24,1025.26
15,42,27,11.99,0,0,0,0,0,0,-5.49,-0.16,8.16,11.36,-7.82,-44.69,-0.24,-0.12,0.22,24,1025.33
15,42,27,12.09,0,0,0,0,0,0,-5.14,0.47,7.81,11.64,-7.18,-45.2,-0.12,0.29,0.24,24,1025.33
15,42,27,12.19,0,0,0,0,0,0,-5.61,-0.24,8.75,12.82,-6.45,-45,-0.08,0.27,0.25,24,1025.38
15,42,27,12.29,0,0,0,0,0,0,-5.69,-0.59,9.06,13.27,-6.18,-45,-0.01,0.01,0.12,24,1025.43
15,42,27,12.39,0,0,0,0,0,0,-3.8,-2.47,7.14,12.64,-5.82,-45.1,0.34,-0.14,0.07,24,1025.36
15,42,27,12.49,0,0,0,0,0,0,-5.53,0.55,8.36,12.09,-6.36,-45.2,-0.08,-0.14,-0.03,24,1025.33
15,42,27,12.59,0,0,0,0,0,0,-5.81,0.35,8.67,11.55,-5.64,-45.51,-0.08,0.07,0.04,24,1025.39
15,42,27,12.69,0,0,0,0,0,0,-5.45,-0.71,8.87,11.82,-6.18,-45.41,-0.13,-0.16,-0.01,24,1025.37
15,42,27,12.8,0,0,0,0,0,0,-5.77,0.2,7.73,11.36,-5.45,-45.41,-0.13,0.12,0.11,24,1025.37
15,42,28,12.9,0,0,0,0,0,0,-5.81,-0.9,8.83,12.09,-6.18,-45.31,-0.35,-0.07,-0.11,24,1025.36
15,42,28,13,0,0,0,0,0,0,-5.84,0.59,8.28,11,-6.64,-45.31,-0.05,-0.13,0.04,24,1025.33
